Time,Signal
0.0,0.49820185745864176
0.00010000000000021103,0.49820188288491846
0.00019999999999997797,0.4982019082366305
0.000300000000000189,0.4982019335068221
0.00039999999999995595,0.4982019586901871
0.000500000000000167,0.49820198378329145
0.0005999999999999339,0.4982020087845637
0.000700000000000145,0.49820203369446503
0.0007999999999999119,0.49820205851559357
0.0009000000000001229,0.4982020832527495
0.0009999999999998899,0.49820210791298836
0.001100000000000101,0.4982021325057005
0.0011999999999998678,0.4982021570427241
0.0013000000000000789,0.49820218153834034
0.0013999999999998458,0.49820220600935194
0.0015000000000000568,0.4982022304751283
0.0015999999999998238,0.49820225495766896
0.0017000000000000348,0.49820227948161955
0.0017999999999998018,0.4982023040743287
0.0019000000000000128,0.4982023287658311
0.0019999999999997797,0.4982023535888891
0.0020999999999999908,0.4982023785790317
0.002200000000000202,0.4982024037744627
0.0022999999999999687,0.49820242921630614
0.0024000000000001798,0.4982024549484173
0.0024999999999999467,0.4982024810174345
0.0026000000000001577,0.49820250747274003
0.0026999999999999247,0.4982025343665807
0.0028000000000001357,0.4982025617539449
0.0028999999999999027,0.49820258969264314
0.0030000000000001137,0.49820261824318557
0.0030999999999998806,0.4982026474689243
0.0032000000000000917,0.4982026774359105
0.0032999999999998586,0.49820270821297863
0.0034000000000000696,0.49820273987169506
0.0034999999999998366,0.4982027724862619
0.0036000000000000476,0.4982028061336736
0.0036999999999998145,0.4982028408935948
0.0038000000000000256,0.4982028768483973
0.0038999999999997925,0.49820291408303785
0.0040000000000000036,0.49820295268521175
0.004100000000000215,0.4982029927451725
0.0041999999999999815,0.4982030343558023
0.0043000000000001926,0.4982030776126624
0.0043999999999999595,0.4982031226138501
0.0045000000000001705,0.4982031694601286
0.0045999999999999375,0.49820321825474473
0.0047000000000001485,0.4982032691035262
0.0047999999999999154,0.4982033221149213
0.0049000000000001265,0.49820337739990384
0.004999999999999893,0.49820343507200254
0.0051000000000001044,0.4982034952472517
0.005199999999999871,0.4982035580442305
0.005300000000000082,0.49820362358404147
0.005399999999999849,0.49820369199033404
0.00550000000000006,0.4982037633892369
0.005599999999999827,0.49820383790942774
0.005700000000000038,0.49820391568217776
0.005799999999999805,0.4982039968411574
0.005900000000000016,0.4982040815227001
0.005999999999999783,0.4982041698656002
0.006099999999999994,0.49820426201121565
0.006200000000000205,0.49820435810345876
0.006299999999999972,0.4982044582887757
0.006400000000000183,0.4982045627161474
0.00649999999999995,0.4982046715371908
0.006600000000000161,0.4982047849060329
0.006699999999999928,0.49820490297942394
0.006800000000000139,0.49820502591664995
0.006899999999999906,0.4982051538797171
0.007000000000000117,0.49820528703313294
0.007099999999999884,0.4982054255440506
0.007200000000000095,0.4982055695822206
0.007299999999999862,0.498205719319979
0.007400000000000073,0.49820587493236024
0.00749999999999984,0.4982060365969799
0.007600000000000051,0.4982062044941156
0.007699999999999818,0.4982063788066559
0.007800000000000029,0.49820655972010686
0.007899999999999796,0.4982067474226192
0.008000000000000007,0.4982069421050114
0.008100000000000218,0.4982071439606826
0.008199999999999985,0.4982073531856865
0.008300000000000196,0.4982075699786973
0.008399999999999963,0.4982077945409649
0.008500000000000174,0.49820802707634937
0.008599999999999941,0.4982082677912934
0.008700000000000152,0.4982085168947969
0.008799999999999919,0.49820877459837276
0.00890000000000013,0.49820904111609565
0.008999999999999897,0.49820931666457163
0.009100000000000108,0.49820960146278404
0.009199999999999875,0.4982098957322118
0.009300000000000086,0.49821019969676883
0.009399999999999853,0.49821051358266444
0.009500000000000064,0.4982108376185806
0.009599999999999831,0.4982111720354022
0.009700000000000042,0.4982115170662546
0.009799999999999809,0.49821187294653146
0.00990000000000002,0.49821223991382135
0.009999999999999787,0.49821261820772234
0.010099999999999998,0.4982130080699758
0.010200000000000209,0.4982134097443031
0.010299999999999976,0.49821382347640464
0.010400000000000187,0.4982142495138482
0.010499999999999954,0.4982146881061259
0.010600000000000165,0.49821513950433466
0.010699999999999932,0.49821560396146686
0.010800000000000143,0.4982160817320114
0.01089999999999991,0.49821657307212935
0.01100000000000012,0.49821707823946826
0.011099999999999888,0.4982175974931115
0.011200000000000099,0.4982181310934595
0.011299999999999866,0.49821867930231006
0.011400000000000077,0.4982192423826387
0.011499999999999844,0.4982198205985019
0.011600000000000055,0.4982204142151566
0.011699999999999822,0.4982210234988083
0.011800000000000033,0.4982216487165273
0.0118999999999998,0.4982222901363272
0.01200000000000001,0.4982229480269702
0.012100000000000222,0.49822362265792597
0.012199999999999989,0.4982243142993002
0.0123000000000002,0.4982250232217239
0.012399999999999967,0.4982257496963384
0.012500000000000178,0.49822649399474994
0.012599999999999945,0.49822725638884224
0.012700000000000156,0.498228037150778
0.012799999999999923,0.4982288365529473
0.012900000000000134,0.4982296548678966
0.0129999999999999,0.49823049236827494
0.013100000000000112,0.4982313493266811
0.013199999999999878,0.4982322260157252
0.01330000000000009,0.4982331227079469
0.013399999999999856,0.4982340396756476
0.013500000000000068,0.4982349771910046
0.013599999999999834,0.498235935525862
0.013700000000000045,0.49823691495186506
0.013799999999999812,0.49823791574027837
0.013900000000000023,0.49823893816200593
0.01399999999999979,0.49823998248743284
0.014100000000000001,0.49824104898652777
0.014200000000000212,0.49824213792886685
0.01429999999999998,0.4982432495834312
0.01440000000000019,0.4982443842187023
0.014499999999999957,0.4982455421025227
0.014600000000000168,0.4982467235021864
0.014699999999999935,0.4982479286843592
0.014800000000000146,0.4982491579150775
0.014899999999999913,0.4982504114597474
0.015000000000000124,0.49825168958309257
0.015099999999999891,0.4982529925492496
0.015200000000000102,0.49825432062166913
0.01529999999999987,0.49825567406309607
0.01540000000000008,0.4982570531357288
0.015499999999999847,0.49825845810111874
0.015600000000000058,0.4982598892200155
0.015699999999999825,0.4982613467525866
0.015800000000000036,0.4982628309584509
0.015899999999999803,0.4982643420965628
0.016000000000000014,0.4982658804253728
0.01609999999999978,0.49826744620264835
0.016199999999999992,0.4982690396856932
0.016300000000000203,0.4982706611312787
0.01639999999999997,0.4982723107956489
0.01650000000000018,0.4982739889346088
0.016599999999999948,0.4982756958034611
0.01670000000000016,0.4982774316571066
0.016799999999999926,0.4982791967500815
0.016900000000000137,0.49828099133648585
0.016999999999999904,0.498282815670155
0.017100000000000115,0.4982846700044855
0.017199999999999882,0.49828655459277504
0.017300000000000093,0.49828846968788876
0.01739999999999986,0.4982904155426224
0.01750000000000007,0.49829239240948564
0.017599999999999838,0.49829440054079144
0.01770000000000005,0.4982964401888445
0.017799999999999816,0.49829851160573274
0.017900000000000027,0.49830061504353523
0.017999999999999794,0.4983027507542287
0.018100000000000005,0.49830491898978385
0.018200000000000216,0.4983071200021647
0.018299999999999983,0.49830935404338017
0.018400000000000194,0.4983116213654372
0.01849999999999996,0.4983139222204201
0.018600000000000172,0.49831625686050623
0.01869999999999994,0.49831862553789663
0.01880000000000015,0.49832102850498305
0.018899999999999917,0.4983234660142319
0.019000000000000128,0.49832593831820643
0.019099999999999895,0.49832844566962414
0.019200000000000106,0.4983309883213057
0.019299999999999873,0.4983335665263258
0.019400000000000084,0.4983361805377312
0.01949999999999985,0.4983388306087781
0.019600000000000062,0.49834151699288415
0.01969999999999983,0.4983442399435471
0.01980000000000004,0.4983469997143218
0.019899999999999807,0.4983497965589562
0.020000000000000018,0.4983526307312626
0.020099999999999785,0.49835550248597266
0.020199999999999996,0.4983584120835862
0.020300000000000207,0.49836135978569596
0.020399999999999974,0.4983643458525505
0.020500000000000185,0.4983673705427599
0.02059999999999995,0.49837043411323845
0.020700000000000163,0.49837353681904206
0.02079999999999993,0.49837667891329424
0.02090000000000014,0.49837986064694567
0.020999999999999908,0.49838308226878847
0.02110000000000012,0.49838634402527676
0.021199999999999886,0.4983896461603621
0.021300000000000097,0.49839298891558936
0.021399999999999864,0.4983963725297695
0.021500000000000075,0.49839979723899946
0.02159999999999984,0.49840326327655865
0.021700000000000053,0.4984067708727695
0.02179999999999982,0.4984103202549766
0.02190000000000003,0.4984139116474566
0.021999999999999797,0.49841754527137
0.02210000000000001,0.4984212213445752
0.02220000000000022,0.4984249400817173
0.022299999999999986,0.4984287016940043
0.022400000000000198,0.4984325063892667
0.022499999999999964,0.49843635437188044
0.022600000000000176,0.49844024584269464
0.022699999999999942,0.49844418099895893
0.022800000000000153,0.4984481600343752
0.02289999999999992,0.4984521831389133
0.02300000000000013,0.49845625049893383
0.0230999999999999,0.4984603622969979
0.02320000000000011,0.4984645187119456
0.023299999999999876,0.4984687199188459
0.023400000000000087,0.49847296608893493
0.023499999999999854,0.49847725738966525
0.023600000000000065,0.4984815939846029
0.023699999999999832,0.49848597603353956
0.023800000000000043,0.4984904036923222
0.02389999999999981,0.4984948771129429
0.02400000000000002,0.4984993964435402
0.024099999999999788,0.4985039618283433
0.0242,0.49850857340777965
0.02430000000000021,0.4985132313183135
0.024399999999999977,0.4985179356926127
0.02450000000000019,0.49852268665943666
0.024599999999999955,0.4985274843437562
0.024700000000000166,0.4985323288666813
0.024799999999999933,0.498537220345501
0.024900000000000144,0.4985421588937904
0.02499999999999991,0.49854714462121436
0.025100000000000122,0.49855217763377324
0.02519999999999989,0.49855725803371875
0.0253000000000001,0.49856238591964636
0.025399999999999867,0.498567561386436
0.025500000000000078,0.4985727845253652
0.025599999999999845,0.49857805542408445
0.025700000000000056,0.49858337416661785
0.025799999999999823,0.4985887408335965
0.025900000000000034,0.4985941555020065
0.0259999999999998,0.4985996182454501
0.026100000000000012,0.4986051291340521
0.02619999999999978,0.4986106882346252
0.02629999999999999,0.49861629561056314
0.0264000000000002,0.4986219513219864
0.026499999999999968,0.4986276554257235
0.02660000000000018,0.4986334079754673
0.026699999999999946,0.4986392090216557
0.026800000000000157,0.4986450586116895
0.026899999999999924,0.4986509567898084
0.027000000000000135,0.49865690359726683
0.027099999999999902,0.4986628990722744
0.027200000000000113,0.4986689432501292
0.02729999999999988,0.49867503616333125
0.02740000000000009,0.49868117784138516
0.027499999999999858,0.4986873683110669
0.02760000000000007,0.4986936075963822
0.027699999999999836,0.49869989571861106
0.027800000000000047,0.4987062326964604
0.027899999999999814,0.4987126185459313
0.028000000000000025,0.4987190532805331
0.028099999999999792,0.4987255369112073
0.028200000000000003,0.4987320694464677
0.028300000000000214,0.49873865089235353
0.02839999999999998,0.4987452812525549
0.028500000000000192,0.4987519605284432
0.02859999999999996,0.4987586887190777
0.02870000000000017,0.4987654658212525
0.028799999999999937,0.4987722918296434
0.028900000000000148,0.4987791667367059
0.028999999999999915,0.498786090532768
0.029100000000000126,0.49879306320608424
0.029199999999999893,0.49880008474294835
0.029300000000000104,0.49880715512756735
0.02939999999999987,0.49881427434230396
0.02950000000000008,0.49882144236755255
0.02959999999999985,0.49882865918180974
0.02970000000000006,0.49883592476178384
0.029799999999999827,0.49884323908238176
0.029900000000000038,0.4988506021166894
0.029999999999999805,0.4988580138361709
0.030100000000000016,0.498865474210556
0.030199999999999783,0.49887298320788803
0.030299999999999994,0.4988805407946451
0.030400000000000205,0.4988881469356811
0.03049999999999997,0.4988958015942799
