Time,Value
0.0,0.5000000137678158
0.001000000000000334,0.5000000137044187
0.0019999999999997797,0.5000000136410044
0.0030000000000001137,0.500000013577573
0.0039999999999995595,0.5000000135141245
0.004999999999999893,0.5000000134506589
0.006000000000000227,0.500000013387176
0.006999999999999673,0.5000000133236763
0.008000000000000007,0.5000000132601593
0.009000000000000341,0.5000000131966251
0.009999999999999787,0.5000000131330739
0.01100000000000012,0.5000000130695057
0.011999999999999567,0.5000000130059201
0.0129999999999999,0.5000000129423176
0.014000000000000234,0.5000000128786978
0.01499999999999968,0.500000012815061
0.016000000000000014,0.5000000127514072
0.017000000000000348,0.5000000126877361
0.017999999999999794,0.500000012624048
0.019000000000000128,0.5000000125603427
0.019999999999999574,0.5000000124966202
0.020999999999999908,0.5000000124328806
0.02200000000000024,0.5000000123691242
0.022999999999999687,0.5000000123053503
0.02400000000000002,0.5000000122415594
0.025000000000000355,0.5000000121777514
0.0259999999999998,0.5000000121139263
0.027000000000000135,0.5000000120500843
0.02799999999999958,0.5000000119862248
0.028999999999999915,0.5000000119223483
0.03000000000000025,0.5000000118584548
0.030999999999999694,0.500000011794544
0.03200000000000003,0.5000000117306163
0.03300000000000036,0.5000000116666712
0.03399999999999981,0.5000000116027092
0.03500000000000014,0.50000001153873
0.03599999999999959,0.5000000114747337
0.03699999999999992,0.5000000114107204
0.038000000000000256,0.5000000113466898
0.0389999999999997,0.5000000112826422
0.040000000000000036,0.5000000112185775
0.04100000000000037,0.5000000111544954
0.041999999999999815,0.5000000110903966
0.04300000000000015,0.5000000110262804
0.043999999999999595,0.5000000109621472
0.04499999999999993,0.5000000108979968
0.04600000000000026,0.5000000108338294
0.04699999999999971,0.5000000107696448
0.04800000000000004,0.5000000107054431
0.04900000000000038,0.5000000106412243
0.04999999999999982,0.5000000105769883
0.051000000000000156,0.5000000105127352
0.0519999999999996,0.5000000104484651
0.052999999999999936,0.5000000103841779
0.05400000000000027,0.5000000103198735
0.054999999999999716,0.5000000102555519
0.05600000000000005,0.5000000101912132
0.057000000000000384,0.5000000101268575
0.05799999999999983,0.5000000100624845
0.05900000000000016,0.5000000099980946
0.05999999999999961,0.5000000099336874
0.06099999999999994,0.5000000098692633
0.06200000000000028,0.5000000098228411
0.06299999999999972,0.5000000097790872
0.06400000000000006,0.5000000097353972
0.06500000000000039,0.500000009691771
0.06599999999999984,0.5000000096482088
0.06700000000000017,0.5000000096047107
0.06799999999999962,0.5000000095612763
0.06899999999999995,0.5000000095179058
0.07000000000000028,0.5000000094745993
0.07099999999999973,0.5000000094313568
0.07200000000000006,0.5000000093881781
0.0730000000000004,0.5000000093450634
0.07399999999999984,0.5000000093020126
0.07500000000000018,0.5000000092590257
0.07599999999999962,0.5000000092161027
0.07699999999999996,0.5000000091732437
0.07800000000000029,0.5000000091304485
0.07899999999999974,0.5000000090877174
0.08000000000000007,0.50000000904505
0.0810000000000004,0.5000000090024467
0.08199999999999985,0.5000000089599073
0.08300000000000018,0.5000000089174318
0.08399999999999963,0.5000000088750202
0.08499999999999996,0.5000000088326725
0.0860000000000003,0.5000000087903889
0.08699999999999974,0.500000008748169
0.08800000000000008,0.500000008706013
0.08900000000000041,0.5000000086639211
0.08999999999999986,0.500000008621893
0.09100000000000019,0.5000000085799289
0.09199999999999964,0.5000000085380287
0.09299999999999997,0.5000000084961924
0.0940000000000003,0.50000000845442
0.09499999999999975,0.5000000084127116
0.09600000000000009,0.5000000083710671
0.09700000000000042,0.5000000083294865
0.09799999999999986,0.5000000082879699
0.0990000000000002,0.5000000082465171
0.09999999999999964,0.5000000082051282
0.10099999999999998,0.5000000081638034
0.10200000000000031,0.5000000081225424
0.10299999999999976,0.5000000080813453
0.10400000000000009,0.5000000080402122
0.10500000000000043,0.5000000079991429
0.10599999999999987,0.5000000079581376
0.1070000000000002,0.5000000079171962
0.10799999999999965,0.5000000078763189
0.10899999999999999,0.5000000078355052
0.11000000000000032,0.5000000077947557
0.11099999999999977,0.50000000775407
0.1120000000000001,0.5000000077134483
0.11300000000000043,0.5000000076728904
0.11399999999999988,0.5000000076323966
0.11500000000000021,0.5000000075919665
0.11599999999999966,0.5000000075516006
0.11699999999999999,0.5000000075112984
0.11800000000000033,0.5000000074710601
0.11899999999999977,0.5000000074308858
0.1200000000000001,0.5000000073907754
0.12100000000000044,0.5000000073507289
0.12199999999999989,0.5000000073107465
0.12300000000000022,0.5000000072708278
0.12399999999999967,0.5000000072309732
0.125,0.5000000071911823
0.12600000000000033,0.5000000071514555
0.12699999999999978,0.5000000071117926
0.1280000000000001,0.5000000070721936
0.12899999999999956,0.5000000070326585
0.1299999999999999,0.5000000069931875
0.13100000000000023,0.5000000069537801
0.13199999999999967,0.5000000069144369
0.133,0.5000000068751574
0.13400000000000034,0.500000006835942
0.1349999999999998,0.5000000067967905
0.13600000000000012,0.5000000067577027
0.13699999999999957,0.5000000067186791
0.1379999999999999,0.5000000066797193
0.13900000000000023,0.5000000066408234
0.13999999999999968,0.5000000066019916
0.14100000000000001,0.5000000065632236
0.14200000000000035,0.5000000065245195
0.1429999999999998,0.5000000064858794
0.14400000000000013,0.500000006447303
0.14499999999999957,0.5000000064087908
0.1459999999999999,0.5000000063703424
0.14700000000000024,0.500000006331958
0.1479999999999997,0.5000000062936374
0.14900000000000002,0.5000000062553807
0.15000000000000036,0.5000000062171881
0.1509999999999998,0.5000000061790593
0.15200000000000014,0.5000000061409944
0.15299999999999958,0.5000000061029934
0.15399999999999991,0.5000000060650563
0.15500000000000025,0.5000000060271833
0.1559999999999997,0.5000000059893741
0.15700000000000003,0.5000000059516289
0.15800000000000036,0.5000000059139476
0.1589999999999998,0.5000000058763302
0.16000000000000014,0.5000000058387768
0.1609999999999996,0.5000000058012871
0.16199999999999992,0.5000000057638615
0.16300000000000026,0.5000000057264997
0.1639999999999997,0.500000005689202
0.16500000000000004,0.5000000056519682
0.16600000000000037,0.5000000056147982
0.16699999999999982,0.5000000055776922
0.16800000000000015,0.50000000554065
0.1689999999999996,0.5000000055036719
0.16999999999999993,0.5000000054667576
0.17100000000000026,0.5000000054299072
0.1719999999999997,0.5000000053931208
0.17300000000000004,0.5000000053563983
0.17400000000000038,0.5000000053197398
0.17499999999999982,0.5000000052831451
0.17600000000000016,0.5000000052466144
0.1769999999999996,0.5000000052101476
0.17799999999999994,0.5000000051737447
0.17900000000000027,0.5000000051374058
0.17999999999999972,0.5000000051011309
0.18100000000000005,0.5000000050649197
0.18200000000000038,0.5000000050287724
0.18299999999999983,0.5000000049926892
0.18400000000000016,0.5000000049566699
0.1849999999999996,0.5000000049207145
0.18599999999999994,0.500000004884823
0.18700000000000028,0.5000000048489953
0.18799999999999972,0.5000000048132317
0.18900000000000006,0.5000000047775319
0.1900000000000004,0.5000000047418961
0.19099999999999984,0.5000000047063243
0.19200000000000017,0.5000000046708163
0.19299999999999962,0.5000000046353723
0.19399999999999995,0.5000000045999922
0.19500000000000028,0.5000000045646761
0.19599999999999973,0.5000000045294236
0.19700000000000006,0.5000000044942353
0.1980000000000004,0.5000000044591109
0.19899999999999984,0.5000000044240503
0.20000000000000018,0.5000000043890538
0.20099999999999962,0.5000000043541212
0.20199999999999996,0.5000000043192524
0.2030000000000003,0.5000000042844476
0.20399999999999974,0.5000000042497067
0.20500000000000007,0.5000000042150298
0.2060000000000004,0.5000000041804167
0.20699999999999985,0.5000000041458675
0.20800000000000018,0.5000000041113823
0.20899999999999963,0.5000000040769611
0.20999999999999996,0.5000000040426037
0.2110000000000003,0.5000000040083102
0.21199999999999974,0.5000000039740807
0.21300000000000008,0.5000000039399151
0.2140000000000004,0.5000000039058135
0.21499999999999986,0.5000000038717757
0.2160000000000002,0.500000003837802
0.21699999999999964,0.500000003803892
0.21799999999999997,0.5000000037700459
0.2190000000000003,0.5000000037362641
0.21999999999999975,0.5000000037025458
0.22100000000000009,0.5000000036688916
0.22200000000000042,0.5000000036353014
0.22299999999999986,0.500000003601775
0.2240000000000002,0.5000000035683124
0.22499999999999964,0.500000003534914
0.22599999999999998,0.5000000035015794
0.2270000000000003,0.5000000034683086
0.22799999999999976,0.5000000034351019
0.2290000000000001,0.5000000034019592
0.23000000000000043,0.5000000033688802
0.23099999999999987,0.5000000033358651
0.2320000000000002,0.5000000033029142
0.23299999999999965,0.5000000032700269
0.23399999999999999,0.5000000032372038
0.23500000000000032,0.5000000032044445
0.23599999999999977,0.5000000031717491
0.2370000000000001,0.5000000031391176
0.23800000000000043,0.50000000310655
0.23899999999999988,0.5000000030740465
0.2400000000000002,0.5000000030416069
0.24099999999999966,0.500000003009231
0.242,0.5000000029769192
0.24300000000000033,0.5000000029446714
0.24399999999999977,0.5000000029124873
0.2450000000000001,0.5000000028803672
0.24600000000000044,0.500000002848311
0.2469999999999999,0.5000000028163188
0.24800000000000022,0.5000000027843905
0.24899999999999967,0.5000000027525261
0.25,0.5000000027207256
0.25100000000000033,0.5000000026889891
