"time","gFM_VSM_cc.measurementPcc.PGenPu"
0,0
0.001,-0.1794786260632683
0.002,-0.3803708217540215
0.003,-0.3892149558837478
0.004,-0.3879795889232141
0.005,-0.3425809192900687
0.006,-0.3185154554531286
0.007,-0.2923005678624462
0.008,-0.2689039822890786
0.009,-0.2451943299987503
0.01,-0.2243670310656941
0.011,-0.1989118909412392
0.012,-0.1791218948412934
0.013,-0.1546082249371501
0.014,-0.1340039577428976
0.015,-0.1117250176847953
0.016,-0.09048835979503311
0.017,-0.06974485804989297
0.018,-0.04896167410276814
0.019,-0.02895860844008523
0.02,-0.009153828613007611
0.021,0.01019427740489554
0.022,0.02908376600002559
0.023,0.04759728620010346
0.024,0.06567030460016454
0.025,0.08330303200655333
0.026,0.1005315399011386
0.027,0.1173266540008314
0.028,0.1336991686249491
0.029,0.1496560590259154
0.03,0.1651992383222843
0.031,0.1803329051539459
0.032,0.1950621120295079
0.033,0.2093920378527329
0.034,0.2233283024437772
0.035,0.2368770276723663
0.036,0.2500453364341045
0.037,0.2628398083523665
0.038,0.2752679139670778
0.039,0.2873367734032855
0.04,0.2990536734311495
0.041,0.3104259215700615
0.042,0.3214608023978013
0.043,0.3321655762502379
0.044,0.3425475182771321
0.045,0.3526138968319026
0.046,0.3623720304876554
0.047,0.3718292207135234
0.048,0.3809927778300782
0.049,0.3898698038921121
0.05,0.3984673434352632
0.051,0.4067921832855225
0.052,0.4148511637774056
0.053,0.4226510389968736
0.054,0.4301984450449061
0.055,0.4374999686935383
0.056,0.4445619801338301
0.057,0.4513906786941292
0.058,0.4579922342803657
0.059,0.4643724464361794
0.06,0.4705372710856009
0.061,0.4764925183120754
0.062,0.4822438270027707
0.063,0.4877968427894895
0.064,0.4931568671011168
0.065,0.4983291510264361
0.066,0.5033186504823154
0.067,0.5081304604140267
0.068,0.5127694627125057
0.069,0.517240469579923
0.07,0.5215481541031721
0.071,0.52569707772144
0.072,0.5296916546958016
0.073,0.5335361966196305
0.074,0.5372348969959131
0.075,0.5407918158401461
0.076,0.54421102956366
0.077,0.5474964401684529
0.078,0.5506517530801537
0.079,0.5536806137663406
0.08,0.5565866621470842
0.081,0.5593733622103694
0.082,0.562044293582604
0.083,0.564602581400191
0.084,0.5670517699570642
0.085,0.5693947173283554
0.086,0.5716347632261832
0.087,0.5737747933809079
0.088,0.5758177347811118
0.089,0.5777665797501182
0.09,0.5796239942519048
0.091,0.5813927887386313
0.092,0.5830755641349405
0.093,0.5846747365176946
0.094,0.5861927718083361
0.095,0.5876320975090062
0.096,0.588995179981304
0.097,0.5902842401983815
0.098,0.5915014908780083
0.099,0.5926490708517409
0.1,0.5937290660749955
0.101,0.5947435476019494
0.102,0.5956945796982761
0.103,0.5965840839842634
0.104,0.5974139594124436
0.105,0.5981860497116813
0.106,0.5989021484003205
0.107,0.5995640180427565
0.108,0.6001733891431481
0.109,0.6007319098485863
0.11,0.6012411990081216
0.111,0.6017028324610872
0.112,0.6021183307548978
0.113,0.6024891851755753
0.114,0.6028168565956504
0.115,0.6031027490886466
0.116,0.6033482446740721
0.117,0.6035546897115168
0.118,0.6037233803640552
0.119,0.6038555898310326
0.12,0.603952559627581
0.121,0.6040154829609617
0.122,0.6040455315706148
0.123,0.604043846712938
0.124,0.6040115243910291
0.125,0.6039496470739104
0.126,0.6038592713223035
0.127,0.6037414054206746
0.128,0.6035970461151317
0.129,0.6034271648086591
0.13,0.6032326914793179
0.131,0.6030145451497364
0.132,0.6027736211272691
0.133,0.6025107763489178
0.134,0.6022268538397751
0.135,0.6019226754701446
0.136,0.6015990336174423
0.137,0.6012567079073209
0.138,0.6008964555259679
0.139,0.6005190053629551
0.14,0.6001250745343034
0.141,0.5997153597787037
0.142,0.5992905307230347
0.143,0.5988512449167518
0.144,0.598398140169095
0.145,0.5979318297338337
0.146,0.5974529198870406
0.147,0.596961998568995
0.148,0.5964596279114358
0.149,0.5959463637329822
0.15,0.5954227445407646
0.151,0.5948892864564007
0.152,0.5943465000898369
0.153,0.5937948797194671
0.154,0.5932348987500552
0.155,0.5926670247159855
0.156,0.5920917097823131
0.157,0.5915093876490284
0.158,0.5909204497198497
0.159,0.590325321273184
0.16,0.5897244423918457
0.161,0.5891181560155224
0.162,0.5885068426751049
0.163,0.5878909243628665
0.164,0.5872707041954141
0.165,0.5866465304932613
0.166,0.5860187938601703
0.167,0.585387761403854
0.168,0.5847537502757404
0.169,0.5841171173898251
0.17,0.5834781024192478
0.171,0.582836995171766
0.172,0.5821941192738925
0.173,0.5815496904491397
0.174,0.5809039736513918
0.175,0.5802572619484445
0.176,0.5796097490426251
0.177,0.5789616769638704
0.178,0.5783133109820915
0.179,0.5776648439389945
0.18,0.5770164845495495
0.181,0.5763684501056379
0.182,0.5757209409031923
0.183,0.5750741500903102
0.184,0.5744282636662636
0.185,0.57378345032883
0.186,0.5731398806397285
0.187,0.5724977181730285
0.188,0.5718571169774146
0.189,0.5712182235766183
0.19,0.5705811769685725
0.191,0.5699461496389524
0.192,0.5693132636983707
0.193,0.5686826367178131
0.194,0.5680543870549746
0.195,0.5674286264382896
0.196,0.5668054599663002
0.197,0.5661850658812213
0.198,0.5655675267160394
0.199,0.5649529296656256
0.2,0.564341369389791
0.201,0.5637329353408741
0.202,0.5631277117633281
0.203,0.5625258479732591
0.204,0.5619274066770991
0.205,0.561332459467433
0.206,0.5607410835105259
0.207,0.56015335197933
0.208,0.5595693340532187
0.209,0.5589891088707128
0.21,0.5584127348648114
0.211,0.5578402700557213
0.212,0.5572717703010911
0.213,0.5567072876984537
0.214,0.5561468705850831
0.215,0.5555905705446663
0.216,0.5550384267408988
0.217,0.5544904767506573
0.218,0.5539467551613819
0.219,0.5534072929131116
0.22,0.5528721172983493
0.221,0.5523412796702805
0.222,0.551814792505145
0.223,0.5512926746403571
0.224,0.5507749437593042
0.225,0.5502616143355391
0.226,0.5497526976327417
0.227,0.5492481994155811
0.228,0.5487481538415677
0.229,0.5482525813571627
0.23,0.5477615016208117
0.231,0.547274934284029
0.232,0.5467928989914875
0.233,0.5463153024349476
0.234,0.5458422176064341
0.235,0.5453736606388989
0.236,0.5449096431963515
0.237,0.5444501769362462
0.238,0.543995273509577
0.239,0.5435448032550753
0.24,0.5430988487639854
0.241,0.5426574149958088
0.242,0.5422205038896774
0.243,0.5417881173785536
0.244,0.5413602573893316
0.245,0.5409367952150715
0.246,0.5405178020752625
0.247,0.5401032716691259
0.248,0.5396931971792099
0.249,0.5392875717823651
0.25,0.5388863872795361
0.251,0.5384895338731365
0.252,0.5380970603382573
0.253,0.5377089528647501
0.254,0.5373251976371775
0.255,0.5369457808349168
0.256,0.5365706869921402
0.257,0.5361998471636871
0.258,0.5358332700057729
0.259,0.535470933246734
0.26,0.5351128138076013
0.261,0.5347588878021856
0.262,0.5344091304274922
0.263,0.5340635138963115
0.264,0.5337220128363501
0.265,0.5333845997748928
0.266,0.533051246398384
0.267,0.5327219235525141
0.268,0.5323966030748251
0.269,0.5320752813719193
0.27,0.5317579156100799
0.271,0.5314444776557383
0.272,0.5311349389505206
0.273,0.5308292705113283
0.274,0.5305274429304215
0.275,0.5302294263754981
0.276,0.5299351905897716
0.277,0.5296447048920498
0.278,0.5293579381768105
0.279,0.5290748589142762
0.28,0.5287954352395582
0.281,0.5285196354733387
0.282,0.5282474263341504
0.283,0.527978774645798
0.284,0.5277136468114986
0.285,0.5274520088139507
0.286,0.5271938262154001
0.287,0.5269390641577054
0.288,0.5266876873624022
0.289,0.5264396601307663
0.29,0.5261949463438749
0.291,0.5259535423388549
0.292,0.5257154580968949
0.293,0.5254806122717962
0.294,0.5252489721535882
0.295,0.5250205049047961
0.296,0.5247951775604976
0.297,0.5245729570283781
0.298,0.5243538100887842
0.299,0.5241377033947776
0.3,0.5239246034721854
0.301,0.5237144767196514
0.302,0.5235072894086855
0.303,0.5233030449293535
0.304,0.5231016935350272
0.305,0.5229031960585365
0.306,0.5227075203704432
0.307,0.5225146343233322
0.308,0.5223245057518544
0.309,0.5221371024727701
0.31,0.5219523922849898
0.311,0.521770342969614
0.312,0.5215909222899748
0.313,0.5214140979916712
0.314,0.5212398480737487
0.315,0.521068164834355
0.316,0.5208989946642345
0.317,0.5207323070346286
0.318,0.520568071494296
0.319,0.5204062576695457
0.32,0.5202468352642697
0.321,0.5200897740599744
0.322,0.519935043915811
0.323,0.5197826147686063
0.324,0.5196324566328926
0.325,0.5194845396009338
0.326,0.5193388532541738
0.327,0.5191953628273184
0.328,0.5190540337102584
0.329,0.5189148375097693
0.33,0.5187777459720528
0.331,0.5186427309827624
0.332,0.5185097645670261
0.333,0.5183788188894703
0.334,0.5182498662542409
0.335,0.5181228791050262
0.336,0.5179978300250767
0.337,0.5178746950540545
0.338,0.5177534614292956
0.339,0.5176340908279272
0.34,0.5175165572347138
0.341,0.5174008348184429
0.342,0.5172868979319434
0.343,0.5171747211121015
0.344,0.5170642790798787
0.345,0.5169555467403276
0.346,0.5168484991826072
0.347,0.5167431116799985
0.348,0.5166393596899195
0.349,0.5165372266451984
0.35,0.5164366880297186
0.351,0.5163377167213949
0.352,0.5162402894668197
0.353,0.5161443832251779
0.354,0.5160499751682619
0.355,0.5159570426804814
0.356,0.5158655633588752
0.357,0.5157755150131237
0.358,0.5156868756655573
0.359,0.5155996235511691
0.36,0.5155137375086786
0.361,0.5154292000453843
0.362,0.5153459874411517
0.363,0.5152640790689755
0.364,0.5151834545412011
0.365,0.5151040937105908
0.366,0.5150259766713898
0.367,0.5149490837603918
0.368,0.5148733955580037
0.369,0.5147988928893125
0.37,0.5147255568251475
0.371,0.5146533686831473
0.372,0.5145823082589859
0.373,0.5145123568257192
0.374,0.5144434974057456
0.375,0.5143757120861006
0.376,0.5143089831852378
0.377,0.5142432932532868
0.378,0.5141786250723086
0.379,0.5141149616565494
0.38,0.5140522862526973
0.381,0.5139905823401371
0.382,0.5139298336312043
0.383,0.5138700239930076
0.384,0.513811131794718
0.385,0.5137531451874044
0.386,0.5136960484397955
0.387,0.5136398260196321
0.388,0.5135844625925172
0.389,0.5135299430207693
0.39,0.5134762523622702
0.391,0.5134233758693191
0.392,0.5133712989874805
0.393,0.5133200073544361
0.394,0.5132694867988353
0.395,0.5132197233391447
0.396,0.5131707031824994
0.397,0.5131224127235522
0.398,0.5130748385433239
0.399,0.5130279674080533
0.4,0.5129817862680469
0.401,0.5129362822565289
0.402,0.5128914426884902
0.403,0.5128472550595384
0.404,0.5128037070447479
0.405,0.5127607864975074
0.406,0.5127184814483718
0.407,0.5126767875468133
0.408,0.5126356880342056
0.409,0.5125951711694591
0.41,0.5125552259062677
0.411,0.5125158413840991
